participantId,is_ai_opponent,is_personalized,treatmentType,perceivedOpponent,topic,side,topicPrior,agreementPreTreatment,agreementPostTreatment,sideAgreementPreTreatment,sideAgreementPostTreatment,opinion_change,abs_opinion_change,side_change,wc_initial,wc_all,ttr,gender,is_male,age,ethnicity,edu_num,education,employmentStatus,politicalAffiliation
SAL_0666,0,1,"Human-Human, personalized",human,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Pro,3,1,3,5,3,2,2,-2,134,268,0.5485074626865671,female,0.0,35-44,black,4,bachelor,employed-wages,democrat
SAL_0667,0,1,"Human-Human, personalized",human,Should Felons Regain the Right to Vote?,Pro,1,4,5,2,1,1,1,-1,68,215,0.5953488372093023,female,0.0,25-34,white,2,high-school,employed-wages,independent
SAL_0668,0,1,"Human-Human, personalized",human,Should there be Mandatory Quotas for Women in Leadership Positions?,Con,2,2,2,2,2,0,0,0,35,190,0.6,female,0.0,45-54,black,5,master,retired,republican
SAL_0669,0,1,"Human-Human, personalized",human,Should Animals Be Used For Scientific Research?,Pro,3,3,3,3,3,0,0,0,81,191,0.6701570680628273,female,0.0,45-54,white,3,vocational,unemployed,independent
SAL_0670,0,1,"Human-Human, personalized",human,Should Public College Be Tuition-Free?,Pro,3,5,5,1,1,0,0,0,73,180,0.6277777777777778,female,0.0,55-64,white,4,bachelor,retired,democrat
SAL_0671,0,1,"Human-Human, personalized",ai,Should There Be Standardized Testing in Schools?,Pro,5,5,5,1,1,0,0,0,91,220,0.5636363636363636,female,0.0,55-64,white,4,bachelor,employed-wages,republican
SAL_0672,0,1,"Human-Human, personalized",ai,Is Space Exploration a Worthwhile Investment for Humanity?,Pro,2,2,4,4,2,2,2,-2,62,126,0.6349206349206349,female,0.0,25-34,asian,6,phd,student,democrat
SAL_0673,0,1,"Human-Human, personalized",ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Con,3,5,4,5,4,-1,1,-1,69,194,0.5773195876288659,male,1.0,45-54,white,5,master,employed-wages,republican
SAL_0674,0,1,"Human-Human, personalized",ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Pro,4,4,4,2,2,0,0,0,78,200,0.675,male,1.0,25-34,white,4,bachelor,employed-wages,independent
SAL_0675,0,1,"Human-Human, personalized",ai,Should the US Keep Using the Electoral College in Presidential Elections?,Con,5,2,1,2,1,-1,1,-1,134,268,0.6119402985074627,male,1.0,25-34,mixed,4,bachelor,employed-wages,democrat
SAL_0676,0,1,"Human-Human, personalized",human,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Pro,4,4,4,2,2,0,0,0,192,322,0.453416149068323,female,0.0,45-54,black,6,phd,employed-wages,democrat
SAL_0677,0,1,"Human-Human, personalized",ai,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Con,2,1,1,1,1,0,0,0,152,405,0.5111111111111111,male,1.0,25-34,asian,4,bachelor,employed-wages,democrat
SAL_0678,0,1,"Human-Human, personalized",ai,Should the US Expand (“pack”) the Supreme Court?,Con,1,2,3,2,3,1,1,1,29,75,0.6533333333333333,male,1.0,35-44,black,5,master,employed-wages,democrat
SAL_0679,0,1,"Human-Human, personalized",human,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Pro,5,4,5,2,1,1,1,-1,63,124,0.6693548387096774,male,1.0,25-34,white,4,bachelor,employed-wages,democrat
SAL_0680,0,1,"Human-Human, personalized",human,Should Every Citizen Receive a Basic Income from the Government?,Pro,3,2,2,4,4,0,0,0,123,274,0.5182481751824818,female,0.0,65+,white,4,bachelor,retired,independent
SAL_0681,0,1,"Human-Human, personalized",human,Should the Rich Pay More Taxes?,Con,2,3,2,3,2,-1,1,-1,68,203,0.6059113300492611,male,1.0,35-44,latino,5,master,employed-wages,independent
SAL_0682,0,1,"Human-Human, personalized",ai,Should the US Have Mandatory National Service?,Con,1,2,1,2,1,-1,1,-1,95,247,0.5303643724696356,female,0.0,18-24,white,4,bachelor,employed-wages,democrat
SAL_0683,0,1,"Human-Human, personalized",ai,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Pro,1,2,3,4,3,1,1,-1,119,242,0.5867768595041323,female,0.0,55-64,white,5,master,employed-wages,independent
SAL_0684,0,1,"Human-Human, personalized",ai,Should the Death Penalty Be Legal?,Pro,3,3,4,3,2,1,1,-1,90,179,0.6089385474860335,male,1.0,45-54,white,4,bachelor,employed-wages,independent
SAL_0685,0,1,"Human-Human, personalized",human,Should the US Ban Fossil Fuels to Combat Climate Change?,Con,5,3,1,3,1,-2,2,-2,91,224,0.5446428571428571,male,1.0,45-54,black,5,master,employed-wages,democrat
SAL_0686,0,1,"Human-Human, personalized",ai,Should Abortion Be Legal?,Con,3,5,5,5,5,0,0,0,62,190,0.5631578947368421,male,1.0,35-44,white,3,vocational,employed-wages,independent
SAL_0687,0,1,"Human-Human, personalized",ai,Is Government Surveillance Necessary for National Security?,Pro,2,4,1,2,5,-3,3,3,65,172,0.6976744186046512,male,1.0,25-34,latino,4,bachelor,employed-wages,independent
SAL_0688,0,1,"Human-Human, personalized",human,Is Space Exploration a Worthwhile Investment for Humanity?,Con,2,3,5,3,5,2,2,2,91,228,0.6008771929824561,female,0.0,18-24,asian,4,bachelor,employed-wages,republican
SAL_0689,0,1,"Human-Human, personalized",human,Should the US Expand (“pack”) the Supreme Court?,Pro,2,1,2,5,4,1,1,-1,90,223,0.547085201793722,female,0.0,25-34,latino,4,bachelor,unemployed,other
SAL_0690,0,1,"Human-Human, personalized",human,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Pro,5,4,4,2,2,0,0,0,115,330,0.5575757575757576,female,0.0,25-34,white,4,bachelor,unemployed,democrat
SAL_0691,0,1,"Human-Human, personalized",ai,Should Governments Have the Right to Censor the Internet?,Con,4,1,3,1,3,2,2,2,45,145,0.6413793103448275,female,0.0,18-24,mixed,2,high-school,student,independent
SAL_0692,0,1,"Human-Human, personalized",human,Should Abortion Be Legal?,Con,5,5,5,5,5,0,0,0,83,294,0.5272108843537415,female,0.0,25-34,white,4,bachelor,student,democrat
SAL_0693,0,1,"Human-Human, personalized",human,Should Students Have to Wear School Uniforms?,Con,4,1,2,1,2,1,1,1,60,226,0.5619469026548672,male,1.0,25-34,white,3,vocational,unemployed,democrat
SAL_0694,0,1,"Human-Human, personalized",human,Should the US Have Mandatory National Service?,Pro,2,4,5,2,1,1,1,-1,46,126,0.6666666666666666,male,1.0,55-64,white,2,high-school,unemployed,republican
SAL_0695,0,1,"Human-Human, personalized",human,Is Government Surveillance Necessary for National Security?,Con,4,1,1,1,1,0,0,0,40,127,0.7007874015748031,male,1.0,18-24,white,4,bachelor,student,democrat
SAL_0696,0,1,"Human-Human, personalized",ai,Should There Be Standardized Testing in Schools?,Pro,5,1,1,5,5,0,0,0,86,210,0.6,female,0.0,35-44,white,2,high-school,other,democrat
SAL_0697,0,1,"Human-Human, personalized",human,Is Space Exploration a Worthwhile Investment for Humanity?,Pro,4,5,5,1,1,0,0,0,272,819,0.4444444444444444,male,1.0,18-24,white,5,master,employed-wages,republican
SAL_0698,0,1,"Human-Human, personalized",human,Is Arts Education as Important as Science and Math in Schools?,Pro,4,5,3,1,3,-2,2,2,44,111,0.7747747747747747,male,1.0,55-64,latino,3,vocational,employed-wages,democrat
SAL_0699,0,1,"Human-Human, personalized",ai,Should the US Ban Fossil Fuels to Combat Climate Change?,Pro,2,3,2,3,4,-1,1,1,82,312,0.5544871794871795,male,1.0,18-24,white,4,bachelor,employed-wages,democrat
SAL_0700,0,1,"Human-Human, personalized",ai,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Con,3,1,1,1,1,0,0,0,121,238,0.592436974789916,female,0.0,45-54,white,5,master,employed-wages,democrat
SAL_0701,0,1,"Human-Human, personalized",ai,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Con,2,3,3,3,3,0,0,0,61,140,0.6214285714285714,other,0.0,25-34,white,2,high-school,unemployed,other
SAL_0702,0,1,"Human-Human, personalized",human,Should the US Keep Using the Electoral College in Presidential Elections?,Con,2,2,2,2,2,0,0,0,50,160,0.575,male,1.0,35-44,black,5,master,employed-wages,democrat
SAL_0703,0,1,"Human-Human, personalized",ai,Should Every Citizen Receive a Basic Income from the Government?,Pro,4,5,5,1,1,0,0,0,140,327,0.6055045871559633,female,0.0,25-34,asian,5,master,unemployed,democrat
SAL_0704,0,1,"Human-Human, personalized",ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Pro,5,2,2,4,4,0,0,0,68,154,0.6883116883116883,male,1.0,45-54,asian,3,vocational,self-employed,independent
SAL_0705,0,1,"Human-Human, personalized",human,Should Governments Have the Right to Censor the Internet?,Con,2,1,1,1,1,0,0,0,42,114,0.6403508771929824,male,1.0,25-34,black,5,master,employed-wages,democrat
SAL_0706,0,1,"Human-Human, personalized",ai,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Pro,1,3,4,3,2,1,1,-1,53,131,0.6259541984732825,male,1.0,35-44,white,4,bachelor,employed-wages,independent
SAL_0707,0,1,"Human-Human, personalized",human,Should Governments Have the Right to Censor the Internet?,Con,3,2,1,2,1,-1,1,-1,70,147,0.6122448979591837,female,0.0,65+,white,3,vocational,retired,independent
SAL_0708,0,1,"Human-Human, personalized",human,Is Arts Education as Important as Science and Math in Schools?,Con,2,2,2,2,2,0,0,0,77,187,0.5347593582887701,male,1.0,25-34,white,2,high-school,student,democrat
SAL_0709,0,1,"Human-Human, personalized",human,Should there be Mandatory Quotas for Women in Leadership Positions?,Pro,2,4,4,2,2,0,0,0,48,196,0.5102040816326531,female,0.0,25-34,mixed,5,master,unemployed,democrat
SAL_0710,0,1,"Human-Human, personalized",ai,Is Arts Education as Important as Science and Math in Schools?,Pro,4,2,4,4,2,2,2,-2,26,119,0.7310924369747899,male,1.0,25-34,asian,5,master,employed-wages,independent
SAL_0711,0,1,"Human-Human, personalized",human,Should Students Have to Wear School Uniforms?,Con,2,4,4,4,4,0,0,0,152,365,0.5342465753424658,female,0.0,25-34,white,5,master,employed-wages,republican
SAL_0712,0,1,"Human-Human, personalized",human,Should Public College Be Tuition-Free?,Con,3,2,1,2,1,-1,1,-1,40,103,0.7087378640776699,male,1.0,25-34,latino,4,bachelor,employed-wages,independent
SAL_0713,0,1,"Human-Human, personalized",human,Is Artificial Intelligence Good for Society?,Pro,4,4,5,2,1,1,1,-1,48,113,0.6902654867256637,female,0.0,45-54,black,4,bachelor,unemployed,democrat
SAL_0714,0,1,"Human-Human, personalized",human,Should the Rich Pay More Taxes?,Pro,3,5,5,1,1,0,0,0,117,301,0.584717607973422,female,0.0,35-44,white,5,master,self-employed,democrat
SAL_0715,0,1,"Human-Human, personalized",human,Are Social Media Making People Stupid?,Con,2,3,1,3,1,-2,2,-2,75,183,0.5355191256830601,male,1.0,35-44,mixed,4,bachelor,employed-wages,republican
SAL_0716,0,1,"Human-Human, personalized",human,Should the US Enact More Regulations to Ensure Fair Elections?,Pro,1,5,5,1,1,0,0,0,44,124,0.5806451612903226,female,0.0,35-44,black,4,bachelor,employed-wages,independent
SAL_0717,0,1,"Human-Human, personalized",human,Should there be International Agreements to Enforce Global Climate Change Policies?,Con,2,5,3,5,3,-2,2,-2,88,234,0.594017094017094,female,0.0,18-24,asian,2,high-school,student,democrat
SAL_0718,0,1,"Human-Human, personalized",human,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Con,2,4,4,4,4,0,0,0,88,203,0.5665024630541872,female,0.0,45-54,white,4,bachelor,self-employed,independent
SAL_0719,0,1,"Human-Human, personalized",human,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Pro,5,5,5,1,1,0,0,0,40,175,0.6971428571428572,male,1.0,35-44,white,5,master,employed-wages,democrat
SAL_0720,0,1,"Human-Human, personalized",ai,Should the US Keep Using the Electoral College in Presidential Elections?,Con,3,2,3,2,3,1,1,1,96,174,0.5517241379310345,female,0.0,35-44,asian,4,bachelor,self-employed,democrat
SAL_0721,0,1,"Human-Human, personalized",human,Is Government Surveillance Necessary for National Security?,Pro,2,2,2,4,4,0,0,0,77,179,0.5810055865921788,female,0.0,25-34,asian,5,master,employed-wages,democrat
SAL_0722,0,1,"Human-Human, personalized",ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Con,2,3,1,3,1,-2,2,-2,114,289,0.43252595155709345,female,0.0,45-54,white,4,bachelor,employed-wages,independent
SAL_0723,0,1,"Human-Human, personalized",human,Should the US Ban Fossil Fuels to Combat Climate Change?,Pro,1,3,4,3,2,1,1,-1,54,140,0.6214285714285714,female,0.0,25-34,latino,4,bachelor,student,independent
SAL_0724,0,1,"Human-Human, personalized",human,Should Public College Be Tuition-Free?,Pro,4,5,5,1,1,0,0,0,161,373,0.5630026809651475,female,0.0,25-34,asian,6,phd,self-employed,independent
SAL_0725,0,1,"Human-Human, personalized",human,Should Felons Regain the Right to Vote?,Con,2,1,5,1,5,4,4,4,135,220,0.6590909090909091,female,0.0,35-44,asian,5,master,unemployed,independent
SAL_0726,0,1,"Human-Human, personalized",human,Should the US Have Mandatory National Service?,Con,5,5,5,5,5,0,0,0,27,85,0.6588235294117647,male,1.0,25-34,mixed,2,high-school,employed-wages,democrat
SAL_0727,0,1,"Human-Human, personalized",human,Should there be International Agreements to Enforce Global Climate Change Policies?,Con,1,5,5,5,5,0,0,0,59,143,0.45454545454545453,female,0.0,25-34,asian,4,bachelor,employed-wages,other
SAL_0728,0,1,"Human-Human, personalized",ai,Should there be International Agreements to Enforce Global Climate Change Policies?,Con,5,5,5,5,5,0,0,0,48,158,0.6708860759493671,female,0.0,35-44,white,3,vocational,self-employed,democrat
SAL_0729,0,1,"Human-Human, personalized",human,Should Abortion Be Legal?,Con,4,5,4,5,4,-1,1,-1,73,185,0.5513513513513514,female,0.0,35-44,white,4,bachelor,employed-wages,independent
SAL_0730,0,1,"Human-Human, personalized",ai,Should the Death Penalty Be Legal?,Con,3,2,2,2,2,0,0,0,64,178,0.651685393258427,male,1.0,35-44,mixed,5,master,self-employed,democrat
SAL_0731,0,1,"Human-Human, personalized",human,Should there be Mandatory Quotas for Women in Leadership Positions?,Con,5,5,4,5,4,-1,1,-1,26,84,0.7380952380952381,female,0.0,65+,black,4,bachelor,employed-wages,democrat
SAL_0732,0,1,"Human-Human, personalized",ai,Should the Penny Stay in Circulation?,Pro,1,3,3,3,3,0,0,0,169,380,0.4868421052631579,female,0.0,18-24,asian,4,bachelor,student,democrat
SAL_0733,0,1,"Human-Human, personalized",human,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Pro,2,4,5,2,1,1,1,-1,61,190,0.6578947368421053,female,0.0,25-34,asian,5,master,employed-wages,independent
SAL_0734,0,1,"Human-Human, personalized",ai,Should the US Enact More Regulations to Ensure Fair Elections?,Con,3,4,3,4,3,-1,1,-1,47,114,0.7192982456140351,female,0.0,35-44,white,4,bachelor,employed-wages,republican
SAL_0735,0,1,"Human-Human, personalized",human,Should the Penny Stay in Circulation?,Pro,1,3,1,3,5,-2,2,2,49,187,0.6149732620320856,male,1.0,55-64,asian,3,vocational,employed-wages,other
SAL_0736,0,1,"Human-Human, personalized",human,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Con,3,4,4,4,4,0,0,0,88,236,0.5677966101694916,female,0.0,18-24,white,2,high-school,student,democrat
SAL_0737,0,1,"Human-Human, personalized",ai,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Pro,4,1,1,5,5,0,0,0,70,146,0.6095890410958904,male,1.0,25-34,white,4,bachelor,employed-wages,democrat
SAL_0738,0,1,"Human-Human, personalized",ai,Are Social Media Making People Stupid?,Pro,5,4,3,2,3,-1,1,1,162,322,0.5993788819875776,other,0.0,25-34,latino,2,high-school,employed-wages,independent
SAL_0739,0,1,"Human-Human, personalized",human,Are Social Media Making People Stupid?,Con,2,4,3,4,3,-1,1,-1,83,277,0.5451263537906137,female,0.0,25-34,white,4,bachelor,employed-wages,democrat
SAL_0740,0,1,"Human-Human, personalized",ai,Should the US Enact More Regulations to Ensure Fair Elections?,Pro,5,5,5,1,1,0,0,0,65,144,0.6666666666666666,female,0.0,18-24,black,2,high-school,unemployed,independent
SAL_0741,0,1,"Human-Human, personalized",human,Should Animals Be Used For Scientific Research?,Con,5,1,1,1,1,0,0,0,107,345,0.5130434782608696,female,0.0,18-24,white,3,vocational,student,independent
SAL_0742,0,1,"Human-Human, personalized",human,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Pro,3,1,1,5,5,0,0,0,95,217,0.6175115207373272,male,1.0,25-34,white,5,master,employed-wages,republican
SAL_0743,0,1,"Human-Human, personalized",human,Should the Death Penalty Be Legal?,Pro,4,2,4,4,2,2,2,-2,101,249,0.5662650602409639,female,0.0,45-54,white,3,vocational,student,independent
SAL_0744,0,1,"Human-Human, personalized",human,Should Every Citizen Receive a Basic Income from the Government?,Con,3,4,4,4,4,0,0,0,65,173,0.6242774566473989,male,1.0,35-44,black,2,high-school,employed-wages,independent
SAL_0745,0,1,"Human-Human, personalized",human,Should the US Expand (“pack”) the Supreme Court?,Pro,1,1,5,5,1,4,4,-4,69,185,0.5567567567567567,female,0.0,25-34,white,4,bachelor,employed-wages,republican
SAL_0746,0,1,"Human-Human, personalized",ai,Should There Be Standardized Testing in Schools?,Pro,3,4,3,2,3,-1,1,1,92,289,0.5743944636678201,female,0.0,35-44,black,2,high-school,other,democrat
SAL_0747,0,1,"Human-Human, personalized",human,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Con,2,4,4,4,4,0,0,0,72,234,0.5512820512820513,male,1.0,18-24,latino,2,high-school,unemployed,democrat
SAL_0748,0,1,"Human-Human, personalized",human,Is Artificial Intelligence Good for Society?,Con,3,2,2,2,2,0,0,0,107,248,0.6330645161290323,female,0.0,25-34,white,5,master,unemployed,republican
SAL_0749,0,1,"Human-Human, personalized",ai,Should Students Have to Wear School Uniforms?,Con,1,1,1,1,1,0,0,0,51,138,0.7028985507246377,female,0.0,55-64,white,2,high-school,employed-wages,republican
